These questions are asked in the wave 1 of the survey,,,,,,,,resp_id,weight,empl_pre_harm,jobcat_pre_harm,worker_now,student,wfh_pre,wfh_pre_freq,bzvm_pre,workload,wfh_now,wfh_now_days,bzvm_now,prod_change,prod_decr_reason_1,prod_decr_reason_4,prod_decr_reason_5,prod_decr_reason_6,prod_decr_reason_7,prod_decr_reason_9,prod_incr_reason_1,prod_incr_reason_2,prod_incr_reason_3,prod_incr_reason_9_w1b,prod_incr_reason_12_w1b,hhveh_harm,age,gender,bedrooms,hispanic,White/Caucasian,Black/African American,Asian,educ,hhsize,hhincome,income_change,The next questions are asked in the wave 2 of the survey from the same people,,,,,,,,,,,,,wfh_now,wfh_now_days,prod_change,wfh_expect,wfh_freq_exp_w1b,bzvm_exp,enjoy_change_mc_4,enjoy_change_mc_6,enjoy_change_mc_10,enjoy_change_mc_11,enjoy_change_mc_12,enjoy_change_mc_13,negative_impact_4,negative_impact_5,negative_impact_11,
,,,,,,,,9057,5.75148537,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,0,28,Female,1,Yes,White/Caucasian,Not selected,Not selected,Completed high school or GED,3,"$50,000 to $74,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Not selected,Not selected,Cooking at home more often,Not selected,Not selected,Restricted socialization,Not selected,Not selected,
,,,,,,,,9059,0.271681186,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,72,Male,3,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,2,"$75,000 to $99,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Restricted socialization,Travel restrictions and cancelled vacations,Not selected,
,,,,,,,,9061,0.261078672,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,70,Male,4,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,1,"$50,000 to $74,999",It has gone down somewhat,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Taking more walks,Spending more time with family,Not selected,Not selected,Not selected,Restricted socialization,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,9069,0.363496441,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,0,64,Male,1,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,1,"Less than $10,000",It has gone down a lot,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Restricted socialization,Not selected,Not selected,
,,,,,,,,9071,0.136384107,Employed full time,Sales or service,yes,No,No,Question not displayed to respondent,A few times/month,"Yes, it has somewhat decreased",No,,2,Decreased significantly,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,68,Female,3,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,2,"$50,000 to $74,999",It has gone down somewhat,,,,,,,,,,,,,,No,,About the same,No,Question not displayed to respondent,A few times/year,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Restricted socialization,Travel restrictions and cancelled vacations,Not selected,
,,,,,,,,9082,0.34805961,Employed full time,"Professional, managerial, or technical",yes,No,No,Question not displayed to respondent,A few times/month,"Yes, it has somewhat decreased",Yes,5,3,In some ways it has increased and in other ways it has decreased,Not selected,More distractions at home,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,More opportunity to multitask,Not selected,2,35,Female,4,No,White/Caucasian,Not selected,Not selected,Completed graduate degree(s),5,"$150,000 to $199,999",It has gone down somewhat,,,,,,,,,,,,,,Yes,5,Somewhat higher,Yes,Once/week,A few times/week,Not selected,Taking more walks,Not selected,Not selected,Not selected,Not selected,Restricted socialization,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,9088,0.032262255,Employed full time,Clerical or administrative support,yes,No,No,Question not displayed to respondent,Never,"Yes, it has substantially increased",No,,0,About the same,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,51,Female,3,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,1,"$25,000 to $34,999",It has stayed about the same,,,,,,,,,,,,,,No,,Significantly lower,No,Question not displayed to respondent,Never,Not selected,Taking more walks,Spending more time with family,Not selected,Not selected,Not selected,Restricted socialization,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,9091,0.128043448,Employed full time,Sales or service,yes,No,No,Question not displayed to respondent,Never,"Yes, it has somewhat decreased",No,,0,Decreased somewhat,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,63,Female,2,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,4,"$15,000 to $24,999",It has gone down somewhat,,,,,,,,,,,,,,No,,About the same,No,Question not displayed to respondent,A few times/month,Not selected,Not selected,Not selected,Not selected,Spending less money,A slower pace of life,Restricted socialization,Not selected,Not selected,
,,,,,,,,9093,1.391908047,Employed full time,"Professional, managerial, or technical",yes,No,No,Question not displayed to respondent,Never,"Yes, it has somewhat decreased",Yes,7,7,Decreased somewhat,Not selected,Not selected,Difficult to communicate with co-workers,Need equipment or technology not available at home,Not selected,Not selected,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,3,53,Male,4,No,White/Caucasian,Not selected,Not selected,Completed graduate degree(s),3,"$50,000 to $74,999",It has stayed about the same,,,,,,,,,,,,,,Yes,5,Significantly lower,No,Question not displayed to respondent,A few times/year,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Restricted socialization,Not selected,Not selected,
,,,,,,,,9095,0.109023556,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,60,Female,2,No,White/Caucasian,Not selected,Not selected,Some college or technical school,1,"$15,000 to $24,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,9098,0.601682002,Employed part time,Sales or service,no,No,No,Question not displayed to respondent,Never,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,69,Female,2,No,White/Caucasian,Not selected,Not selected,Some college or technical school,2,"$125,000 to $149,999",It has gone up somewhat,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,No,Question not displayed to respondent,Never,Not selected,Taking more walks,Spending more time with family,Not selected,Not selected,Not selected,Restricted socialization,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,9101,0.479745436,Employed full time,Sales or service,yes,No,No,Question not displayed to respondent,Never,"Yes, it has somewhat increased",No,,0,Decreased somewhat,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,31,Male,2,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,2,"$75,000 to $99,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,No,Question not displayed to respondent,Never,Not selected,Not selected,Not selected,Cooking at home more often,Spending less money,A slower pace of life,Not selected,Travel restrictions and cancelled vacations,Not selected,
,,,,,,,,9105,0.331564699,Employed part time,Clerical or administrative support,yes,No,No,Question not displayed to respondent,Never,"No, it has stayed about the same",No,,0,About the same,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,77,Female,4,No,White/Caucasian,Not selected,Not selected,Some college or technical school,1,"$75,000 to $99,999",It has stayed about the same,,,,,,,,,,,,,,No,,About the same,No,Question not displayed to respondent,A few times/year,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Restricted socialization,Travel restrictions and cancelled vacations,Not selected,
,,,,,,,,9115,0.006208623,Employed full time,"Professional, managerial, or technical",yes,No,Yes,A few times/year,A few times/year,"Yes, it has substantially decreased",Yes,5,1,Decreased somewhat,Childcare,More distractions at home,Difficult to communicate with co-workers,Not selected,Lack of comfortable workspace,There are too many concerns on my mind to be able to focus fully on work,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,39,Female,5,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,3,"$25,000 to $34,999",It has gone down somewhat,,,,,,,,,,,,,,Yes,3,Somewhat lower,Yes,A few times/year,A few times/month,Not selected,Not selected,Not selected,Not selected,Spending less money,Not selected,Not selected,Not selected,Not selected,
,,,,,,,,9116,0.49764174,Employed full time,Sales or service,no,No,No,Question not displayed to respondent,Never,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,27,Female,3,No,White/Caucasian,Not selected,Not selected,Some college or technical school,2,"Less than $10,000",It has gone down a lot,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Yes,Every day,A few times/year,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,
,,,,,,,,9118,0.636729065,Employed full time,"Professional, managerial, or technical",yes,"Yes, Full-time",Yes,A few times/month,Every day,"Yes, it has somewhat decreased",No,,4,Decreased somewhat,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,48,Male,2,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,2,"$125,000 to $149,999",It has stayed about the same,,,,,,,,,,,,,,Yes,2,Somewhat lower,Yes,A few times/week,A few times/week,Not selected,Taking more walks,Not selected,Not selected,Spending less money,Not selected,Restricted socialization,Not selected,Not selected,
,,,,,,,,9123,0.011852652,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,0,63,Female,1,No,White/Caucasian,Not selected,Not selected,Some college or technical school,1,"$15,000 to $24,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Not selected,Not selected,Cooking at home more often,Not selected,Not selected,Not selected,Not selected,Not selected,
,,,,,,,,9127,1.10395478,Employed full time,"Professional, managerial, or technical",yes,No,Yes,Never,A few times/year,"Yes, it has somewhat increased",Yes,4,4,Decreased somewhat,Not selected,More distractions at home,Not selected,Not selected,Not selected,Not selected,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,43,Male,5,No,White/Caucasian,Not selected,Not selected,Completed graduate degree(s),6,"$200,000 or more",It has gone up somewhat,,,,,,,,,,,,,,Yes,4,Somewhat lower,No,Question not displayed to respondent,A few times/month,Not selected,Taking more walks,Spending more time with family,Not selected,Not selected,A slower pace of life,Restricted socialization,Not selected,Not selected,
,,,,,,,,9128,5.001520176,Employed part time,Something else,yes,No,Yes,Every day,Never,"No, it has stayed about the same",Yes,2,0,About the same,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,39,Female,3,No,Not selected,Not selected,Not selected,Completed high school or GED,5,"$35,000 to $49,999",It has stayed about the same,,,,,,,,,,,,,,Yes,7,About the same,No,Question not displayed to respondent,A few times/month,Commuting less,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,9130,0.480589741,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,37,Female,3,No,White/Caucasian,Not selected,Not selected,Completed graduate degree(s),4,"$125,000 to $149,999",It has gone down somewhat,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Commuting less,Not selected,Not selected,Not selected,Spending less money,Not selected,Restricted socialization,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,9138,0.271681186,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,71,Male,4,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,2,"$35,000 to $49,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Travel restrictions and cancelled vacations,Not selected,
,,,,,,,,9142,1.066058488,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,57,Female,3,No,White/Caucasian,Not selected,Not selected,Completed high school or GED,2,"$50,000 to $74,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Taking more walks,Not selected,Not selected,Not selected,Not selected,Restricted socialization,Not selected,Not selected,
,,,,,,,,9143,1.864388899,Employed full time,"Professional, managerial, or technical",yes,No,Yes,A few times/year,A few times/year,"No, it has stayed about the same",Yes,1,1,About the same,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,32,Male,3,No,White/Caucasian,Not selected,Not selected,Completed graduate degree(s),3,"$150,000 to $199,999",It has stayed about the same,,,,,,,,,,,,,,Yes,1,About the same,Yes,A few times/month,A few times/month,Commuting less,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Travel restrictions and cancelled vacations,"Feeling nervous, anxious, or sad",
,,,,,,,,9154,0.248123137,Employed full time,Sales or service,yes,No,No,Question not displayed to respondent,A few times/month,"Yes, it has substantially increased",No,,1,Increased significantly,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,60,Female,3,No,White/Caucasian,Not selected,Not selected,Completed graduate degree(s),2,"$200,000 or more",It has gone down somewhat,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,No,Question not displayed to respondent,Never,Commuting less,Not selected,Not selected,Not selected,Not selected,A slower pace of life,Not selected,Travel restrictions and cancelled vacations,"Feeling nervous, anxious, or sad",
,,,,,,,,9155,6.456721199,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,0,49,Male,1,No,White/Caucasian,Not selected,Not selected,Completed high school or GED,1,"Less than $10,000",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,
,,,,,,,,9159,0.019820117,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,82,Female,5,No,White/Caucasian,Not selected,Not selected,Completed graduate degree(s),2,"$150,000 to $199,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Taking more walks,Not selected,Not selected,Not selected,Not selected,Restricted socialization,Not selected,Not selected,
,,,,,,,,9162,0.416411011,Employed part time,Something else,no,"Yes, Full-time",Yes,A few times/week,Never,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,58,Female,1,No,White/Caucasian,Not selected,Not selected,Some college or technical school,1,"$15,000 to $24,999",It has gone down a lot,,,,,,,,,,,,,,No,,Somewhat lower,Yes,Every day,A few times/month,Not selected,Taking more walks,Not selected,Not selected,Spending less money,Not selected,Not selected,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,9167,2.687961191,Not employed,Question not displayed to respondent,yes,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,No,,1,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,4 or more,54,Female,3,No,White/Caucasian,Not selected,Not selected,Some college or technical school,4,"$100,000 to $124,999",It has stayed about the same,,,,,,,,,,,,,,No,,Question not displayed to respondent,No,Question not displayed to respondent,A few times/month,Not selected,Not selected,Spending more time with family,Not selected,Not selected,A slower pace of life,Not selected,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,9173,4.967672496,Employed full time,"Professional, managerial, or technical",yes,No,No,Question not displayed to respondent,A few times/month,"Yes, it has somewhat increased",No,,1,In some ways it has increased and in other ways it has decreased,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,4 or more,66,Male,4,No,White/Caucasian,Not selected,Not selected,Some college or technical school,4,"$75,000 to $99,999",It has gone up somewhat,,,,,,,,,,,,,,No,,About the same,No,Question not displayed to respondent,A few times/month,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Restricted socialization,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,9179,0.276142573,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,3,70,Female,2,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,2,"$75,000 to $99,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Not selected,Spending more time with family,Cooking at home more often,Not selected,Not selected,Restricted socialization,Travel restrictions and cancelled vacations,"Feeling nervous, anxious, or sad",
,,,,,,,,9180,3.243226976,Employed part time,Sales or service,yes,No,No,Question not displayed to respondent,Never,"Yes, it has substantially increased",No,,0,About the same,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,3,46,Male,3,No,White/Caucasian,Not selected,Not selected,Some college or technical school,5,"$50,000 to $74,999",It has gone up somewhat,,,,,,,,,,,,,,No,,Somewhat higher,No,Question not displayed to respondent,Never,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,
,,,,,,,,9196,3.169966286,Employed full time,Sales or service,yes,No,Yes,A few times/year,A few times/week,"No, it has stayed about the same",Yes,5,5,Increased somewhat,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Not selected,No commuting time,More opportunity to multitask,Not selected,3,64,Male,3,No,Not selected,Black/African American,Not selected,Completed graduate degree(s),2,"$200,000 or more",It has stayed about the same,,,,,,,,,,,,,,Yes,5,Somewhat higher,Yes,A few times/week,Every day,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Restricted socialization,Travel restrictions and cancelled vacations,Not selected,
,,,,,,,,9197,0.084808052,Employed full time,Sales or service,yes,No,No,Question not displayed to respondent,Never,"No, it has stayed about the same",Yes,3,3,Decreased somewhat,Not selected,Not selected,Not selected,Not selected,Lack of comfortable workspace,There are too many concerns on my mind to be able to focus fully on work,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,50,Female,2,No,White/Caucasian,Not selected,Not selected,Completed graduate degree(s),1,"$75,000 to $99,999",It has stayed about the same,,,,,,,,,,,,,,Yes,7,Somewhat lower,Yes,A few times/week,A few times/week,Commuting less,Not selected,Not selected,Not selected,Not selected,A slower pace of life,Restricted socialization,Travel restrictions and cancelled vacations,"Feeling nervous, anxious, or sad",
,,,,,,,,9199,2.359929476,Employed full time,"Manufacturing, construction, maintenance, or farming (does not includes maintenance and farming for those who answered jobcat_pre_w2)",yes,No,No,Question not displayed to respondent,A few times/week,"Yes, it has substantially increased",No,,2,Decreased significantly,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,45,Female,2,No,Not selected,Not selected,Not selected,Some college or technical school,3,"$100,000 to $124,999",It has stayed about the same,,,,,,,,,,,,,,No,,About the same,No,Question not displayed to respondent,A few times/month,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Travel restrictions and cancelled vacations,Not selected,
